Baby,Time,Duration(minutes),Note
Molly,"09/10/2015, 15:36",38
Molly,"09/10/2015, 17:55",31
Molly,"09/10/2015, 21:23",185
Molly,"10/10/2015, 00:36",173
Molly,"10/10/2015, 03:45",48
Molly,"10/10/2015, 05:44",30
Molly,"10/10/2015, 07:14",90
Molly,"10/10/2015, 10:50",42
Molly,"10/10/2015, 13:54",41
Molly,"10/10/2015, 16:08",124
Molly,"10/10/2015, 20:26",443
Molly,"11/10/2015, 04:02",221
Molly,"11/10/2015, 09:40",33
Molly,"11/10/2015, 12:53",42
Molly,"11/10/2015, 14:24",50
Molly,"11/10/2015, 17:55",36
Molly,"11/10/2015, 18:51",21
Molly,"11/10/2015, 21:10",43
Molly,"11/10/2015, 23:07",451
Molly,"12/10/2015, 06:47",71
Molly,"12/10/2015, 08:07",65
Molly,"12/10/2015, 11:01",17
Molly,"12/10/2015, 13:00",100
Molly,"12/10/2015, 16:27",78
Molly,"12/10/2015, 20:40",555
Molly,"13/10/2015, 06:07",151
Molly,"13/10/2015, 10:46",37
Molly,"13/10/2015, 13:39",49
Molly,"13/10/2015, 15:37",99
Molly,"13/10/2015, 20:01",550
Molly,"14/10/2015, 05:23",78
Molly,"14/10/2015, 06:48",83
Molly,"14/10/2015, 10:43",20
Molly,"14/10/2015, 13:27",80
Molly,"14/10/2015, 16:18",30
Molly,"14/10/2015, 18:41",27
Molly,"14/10/2015, 20:54",441
Molly,"15/10/2015, 04:30",143
Molly,"15/10/2015, 07:08",18
Molly,"15/10/2015, 08:38",56
Molly,"15/10/2015, 11:18",94
Molly,"15/10/2015, 15:30",42
Molly,"15/10/2015, 18:08",33
Molly,"15/10/2015, 21:27",199
Molly,"16/10/2015, 00:58",199
Molly,"16/10/2015, 04:50",123
Molly,"16/10/2015, 09:22",46
Molly,"16/10/2015, 11:21",42
Molly,"16/10/2015, 14:22",42
Molly,"16/10/2015, 16:36",35
Molly,"16/10/2015, 19:05",99
Molly,"16/10/2015, 21:38",323
Molly,"17/10/2015, 03:15",218
Molly,"17/10/2015, 07:51",23
Molly,"17/10/2015, 10:07",11
Molly,"17/10/2015, 10:47",152
Molly,"17/10/2015, 15:50",38
Molly,"17/10/2015, 17:25",57
Molly,"17/10/2015, 20:10",150
Molly,"17/10/2015, 23:31",177
Molly,"18/10/2015, 02:40",221
Molly,"18/10/2015, 06:35",86
Molly,"18/10/2015, 09:13",26
Molly,"18/10/2015, 11:49",50
Molly,"18/10/2015, 13:26",28
Molly,"18/10/2015, 15:30",37
Molly,"18/10/2015, 17:52",79
Molly,"18/10/2015, 20:47",140
Molly,"18/10/2015, 23:16",78
Molly,"19/10/2015, 00:42",27
Molly,"19/10/2015, 01:20",67
Molly,"19/10/2015, 02:57",84
Molly,"19/10/2015, 04:44",185
Molly,"19/10/2015, 10:16",43
Molly,"19/10/2015, 12:34",32
Molly,"19/10/2015, 15:04",31
Molly,"19/10/2015, 15:59",79
Molly,"19/10/2015, 20:05",18
Molly,"19/10/2015, 20:38",11
Molly,"19/10/2015, 21:01",175
Molly,"20/10/2015, 00:06",130
Molly,"20/10/2015, 02:32",228
Molly,"20/10/2015, 06:34",15
Molly,"20/10/2015, 07:16",89
Molly,"20/10/2015, 11:00",16
Molly,"20/10/2015, 12:20",32
Molly,"20/10/2015, 14:28",36
Molly,"20/10/2015, 15:35",65
Molly,"20/10/2015, 18:20",18
Molly,"20/10/2015, 20:06",355
Molly,"21/10/2015, 02:15",233
Molly,"21/10/2015, 06:23",135
Molly,"21/10/2015, 08:54",10
Molly,"21/10/2015, 10:57",91
Molly,"21/10/2015, 14:24",80
Molly,"21/10/2015, 16:48",25
Molly,"21/10/2015, 19:52",61
Molly,"21/10/2015, 20:59",161
Molly,"22/10/2015, 00:19",248
Molly,"22/10/2015, 04:42",73
Molly,"22/10/2015, 06:02",113
Molly,"22/10/2015, 10:07",31
Molly,"22/10/2015, 12:11",42
Molly,"22/10/2015, 14:36",89
Molly,"22/10/2015, 18:01",28
Molly,"22/10/2015, 20:33",260
Molly,"23/10/2015, 01:11",190
Molly,"23/10/2015, 04:32",111
Molly,"23/10/2015, 08:14",44
Molly,"23/10/2015, 10:35",23
Molly,"23/10/2015, 12:05",35
Molly,"23/10/2015, 14:20",84
Molly,"23/10/2015, 16:02",94
Molly,"23/10/2015, 19:41",42
Molly,"23/10/2015, 22:59",207
Molly,"24/10/2015, 02:39",235
Molly,"24/10/2015, 06:47",142
Molly,"24/10/2015, 11:30",92
Molly,"24/10/2015, 14:58",40
Molly,"24/10/2015, 17:52",35
Molly,"24/10/2015, 20:33",161
Molly,"24/10/2015, 23:30",208
Molly,"25/10/2015, 02:07",125
Molly,"25/10/2015, 04:23",76
Molly,"25/10/2015, 07:28",112
Molly,"25/10/2015, 11:33",31
Molly,"25/10/2015, 15:28",121
Molly,"25/10/2015, 20:01",178
Molly,"25/10/2015, 23:13",245
Molly,"26/10/2015, 03:28",195
Molly,"26/10/2015, 08:03",50
Molly,"26/10/2015, 11:00",62
Molly,"26/10/2015, 14:21",35
Molly,"26/10/2015, 17:30",34
Molly,"26/10/2015, 19:28",178
Molly,"26/10/2015, 22:40",137
Molly,"27/10/2015, 01:04",129
Molly,"27/10/2015, 03:28",242
Molly,"27/10/2015, 09:41",42
Molly,"27/10/2015, 13:16",77
Molly,"27/10/2015, 16:39",35
Molly,"27/10/2015, 19:36",207
Molly,"27/10/2015, 23:11",143
Molly,"28/10/2015, 01:40",145
Molly,"28/10/2015, 04:13",136
Molly,"28/10/2015, 06:36",59
Molly,"28/10/2015, 09:56",31
Molly,"28/10/2015, 12:09",34
Molly,"28/10/2015, 13:53",116
Molly,"28/10/2015, 17:39",49
Molly,"28/10/2015, 20:10",368
Molly,"29/10/2015, 02:30",130
Molly,"29/10/2015, 04:47",90
Molly,"29/10/2015, 06:23",17
Molly,"29/10/2015, 06:45",94
Molly,"29/10/2015, 10:29",27
Molly,"29/10/2015, 12:53",24
Molly,"29/10/2015, 15:33",25
Molly,"29/10/2015, 17:24",36
Molly,"29/10/2015, 19:59",51
Molly,"29/10/2015, 20:56",172
Molly,"29/10/2015, 23:58",205
Molly,"30/10/2015, 03:32",191
Molly,"30/10/2015, 06:53",19
Molly,"30/10/2015, 07:20",67
Molly,"30/10/2015, 10:30",25
Molly,"30/10/2015, 13:04",35
Molly,"30/10/2015, 15:11",89
Molly,"30/10/2015, 16:55",9
Molly,"30/10/2015, 18:21",41
Molly,"30/10/2015, 21:16",296
Molly,"31/10/2015, 02:24",199
Molly,"31/10/2015, 05:51",69
Molly,"31/10/2015, 07:06",74
Molly,"31/10/2015, 10:35",61
Molly,"31/10/2015, 14:12",44
Molly,"31/10/2015, 17:10",47
Molly,"31/10/2015, 20:32",206
Molly,"01/11/2015, 00:06",263
Molly,"01/11/2015, 04:41",188
Molly,"01/11/2015, 09:32",34
Molly,"01/11/2015, 11:50",35
Molly,"01/11/2015, 15:22",109
Molly,"01/11/2015, 20:04",165
Molly,"01/11/2015, 22:59",200
Molly,"02/11/2015, 02:28",126
Molly,"02/11/2015, 04:42",105
Molly,"02/11/2015, 06:38",43
Molly,"02/11/2015, 07:34",52
Molly,"02/11/2015, 08:31",48
Molly,"02/11/2015, 12:07",97
Molly,"02/11/2015, 15:24",36
Molly,"02/11/2015, 18:08",31
Molly,"02/11/2015, 20:27",236
Molly,"03/11/2015, 00:40",140
Molly,"03/11/2015, 03:17",190
Molly,"03/11/2015, 06:36",99
Molly,"03/11/2015, 10:20",27
Molly,"03/11/2015, 13:05",40
Molly,"03/11/2015, 15:15",38
Molly,"03/11/2015, 18:09",29
Molly,"03/11/2015, 20:39",222
Molly,"04/11/2015, 00:34",176
Molly,"04/11/2015, 03:41",178
Molly,"04/11/2015, 06:47",143
Molly,"04/11/2015, 11:15",25
Molly,"04/11/2015, 13:39",54
Molly,"04/11/2015, 16:03",36
Molly,"04/11/2015, 17:20",8
Molly,"04/11/2015, 18:48",76
Molly,"04/11/2015, 20:57",302
Molly,"05/11/2015, 02:10",251
Molly,"05/11/2015, 06:32",88
Molly,"05/11/2015, 10:06",75
Molly,"05/11/2015, 14:17",121
Molly,"05/11/2015, 20:20",322
Molly,"06/11/2015, 01:53",214
Molly,"06/11/2015, 05:34",173
Molly,"06/11/2015, 10:39",34
Molly,"06/11/2015, 14:11",117
Molly,"06/11/2015, 20:07",173
Molly,"06/11/2015, 23:10",323
Molly,"07/11/2015, 05:18",137
Molly,"07/11/2015, 10:03",41
Molly,"07/11/2015, 11:45",31
Molly,"07/11/2015, 14:32",117
Molly,"07/11/2015, 18:49",39
Molly,"07/11/2015, 21:08",176
Molly,"08/11/2015, 00:16",249
Molly,"08/11/2015, 04:39",137
Molly,"08/11/2015, 07:06",104
Molly,"08/11/2015, 11:33",34
Molly,"08/11/2015, 14:12",24
Molly,"08/11/2015, 15:47",25
Molly,"08/11/2015, 18:33",74
Molly,"08/11/2015, 21:42",236
Molly,"09/11/2015, 01:49",194
Molly,"09/11/2015, 05:13",104
Molly,"09/11/2015, 07:06",146
Molly,"09/11/2015, 11:35",10
Molly,"09/11/2015, 13:07",72
Molly,"09/11/2015, 16:32",42
Molly,"09/11/2015, 19:55",14
Molly,"09/11/2015, 21:19",222
Molly,"10/11/2015, 01:10",261
Molly,"10/11/2015, 05:40",137
Molly,"10/11/2015, 08:35",88
Molly,"10/11/2015, 12:24",34
Molly,"10/11/2015, 15:18",27
Molly,"10/11/2015, 16:55",55
Molly,"10/11/2015, 20:23",315
Molly,"11/11/2015, 01:49",198
Molly,"11/11/2015, 05:24",151
Molly,"11/11/2015, 08:03",91
Molly,"11/11/2015, 11:50",29
Molly,"11/11/2015, 15:04",78
Molly,"11/11/2015, 20:05",279
Molly,"12/11/2015, 00:57",261
Molly,"12/11/2015, 05:31",131
Molly,"12/11/2015, 07:56",25
Molly,"12/11/2015, 10:08",66
Molly,"12/11/2015, 13:58",35
Molly,"12/11/2015, 16:36",36
Molly,"12/11/2015, 19:25",57
Molly,"12/11/2015, 22:07",178
Molly,"13/11/2015, 01:15",201
Molly,"13/11/2015, 04:47",231
Molly,"13/11/2015, 11:18",29
Molly,"13/11/2015, 13:28",81
Molly,"13/11/2015, 16:55",43
Molly,"13/11/2015, 20:12",288
Molly,"14/11/2015, 01:13",291
Molly,"14/11/2015, 06:17",141
Molly,"14/11/2015, 10:47",67
Molly,"14/11/2015, 13:30",48
Molly,"14/11/2015, 16:28",15
Molly,"14/11/2015, 19:49",35
Molly,"14/11/2015, 21:57",211
Molly,"15/11/2015, 01:40",199
Molly,"15/11/2015, 05:11",229
Molly,"15/11/2015, 11:15",36
Molly,"15/11/2015, 13:33",81
Molly,"15/11/2015, 18:22",79
Molly,"15/11/2015, 22:42",446
Molly,"16/11/2015, 06:23",180
Molly,"16/11/2015, 11:40",34
Molly,"16/11/2015, 13:50",72
Molly,"16/11/2015, 16:54",34
Molly,"16/11/2015, 20:16",32
Molly,"16/11/2015, 21:38",256
Molly,"17/11/2015, 02:05",313
Molly,"17/11/2015, 07:28",147
Molly,"17/11/2015, 12:01",30
Molly,"17/11/2015, 14:08",37
Molly,"17/11/2015, 16:42",32
Molly,"17/11/2015, 20:00",226
Molly,"17/11/2015, 23:59",397
Molly,"18/11/2015, 06:50",144
Molly,"18/11/2015, 11:24",25
Molly,"18/11/2015, 14:08",32
Molly,"18/11/2015, 16:50",24
Molly,"18/11/2015, 18:50",95
Molly,"18/11/2015, 22:21",342
Molly,"19/11/2015, 04:18",233
Molly,"19/11/2015, 10:20",34
Molly,"19/11/2015, 14:30",154
Molly,"19/11/2015, 20:17",211
Molly,"19/11/2015, 23:59",217
Molly,"20/11/2015, 03:47",91
Molly,"20/11/2015, 05:24",106
Molly,"20/11/2015, 07:18",72
Molly,"20/11/2015, 11:05",31
Molly,"20/11/2015, 13:49",15
Molly,"20/11/2015, 15:22",22
Molly,"20/11/2015, 17:04",97
Molly,"20/11/2015, 21:08",390
Molly,"21/11/2015, 03:52",232
Molly,"21/11/2015, 09:50",34
Molly,"21/11/2015, 12:55",23
Molly,"21/11/2015, 15:41",35
Molly,"21/11/2015, 18:45",23
Molly,"21/11/2015, 21:22",251
Molly,"22/11/2015, 01:45",205
Molly,"22/11/2015, 05:20",146
Molly,"22/11/2015, 08:10",80
Molly,"22/11/2015, 11:58",28
Molly,"22/11/2015, 14:03",41
Molly,"22/11/2015, 17:40",34
Molly,"22/11/2015, 19:40",37
Molly,"22/11/2015, 21:50",279
Molly,"23/11/2015, 02:43",251
Molly,"23/11/2015, 07:05",186
Molly,"23/11/2015, 12:03",28
Molly,"23/11/2015, 14:55",29
Molly,"23/11/2015, 18:03",29
Molly,"23/11/2015, 21:01",278
Molly,"24/11/2015, 01:48",269
Molly,"24/11/2015, 06:31",190
Molly,"24/11/2015, 11:54",67
Molly,"24/11/2015, 15:51",16
Molly,"24/11/2015, 17:07",90
Molly,"24/11/2015, 21:03",294
Molly,"25/11/2015, 02:10",137
Molly,"25/11/2015, 04:42",212
Molly,"25/11/2015, 11:03",32
Molly,"25/11/2015, 13:15",59
Molly,"25/11/2015, 15:43",28
Molly,"25/11/2015, 17:47",30
Molly,"25/11/2015, 20:47",379
Molly,"26/11/2015, 03:16",142
Molly,"26/11/2015, 05:47",191
Molly,"26/11/2015, 11:36",10
Molly,"26/11/2015, 12:23",5
Molly,"26/11/2015, 12:40",38
Molly,"26/11/2015, 14:50",22
Molly,"26/11/2015, 16:42",89
Molly,"26/11/2015, 21:48",419
Molly,"27/11/2015, 05:04",244
Molly,"27/11/2015, 11:07",32
Molly,"27/11/2015, 13:22",84
Molly,"27/11/2015, 16:40",68
Molly,"27/11/2015, 20:27",192
Molly,"27/11/2015, 23:51",253
Molly,"28/11/2015, 04:16",188
Molly,"28/11/2015, 07:31",56
Molly,"28/11/2015, 10:48",22
Molly,"28/11/2015, 13:16",74
Molly,"28/11/2015, 16:14",81
Molly,"28/11/2015, 21:17",39
Molly,"28/11/2015, 22:09",320
Molly,"29/11/2015, 03:39",231
Molly,"29/11/2015, 07:41",73
Molly,"29/11/2015, 11:15",16
Molly,"29/11/2015, 13:52",44
Molly,"29/11/2015, 14:49",56
Molly,"29/11/2015, 18:12",33
Molly,"29/11/2015, 21:12",190
Molly,"30/11/2015, 00:45",132
Molly,"30/11/2015, 03:10",193
Molly,"30/11/2015, 06:38",76
Molly,"30/11/2015, 07:59",125
Molly,"30/11/2015, 12:20",28
Molly,"30/11/2015, 14:50",12
Molly,"30/11/2015, 16:52",49
Molly,"30/11/2015, 20:28",214
Molly,"01/12/2015, 00:39",14
Molly,"01/12/2015, 01:03",69
Molly,"01/12/2015, 02:15",204
Molly,"01/12/2015, 05:51",199
Molly,"01/12/2015, 11:02",71
Molly,"01/12/2015, 14:10",21
Molly,"01/12/2015, 16:28",77
Molly,"01/12/2015, 20:15",39
Molly,"01/12/2015, 22:06",204
Molly,"02/12/2015, 01:39",205
Molly,"02/12/2015, 05:11",115
Molly,"02/12/2015, 07:12",111
Molly,"02/12/2015, 11:14",41
Molly,"02/12/2015, 13:50",35
Molly,"02/12/2015, 16:30",83
Molly,"02/12/2015, 20:37",136
Molly,"03/12/2015, 00:09",182
Molly,"03/12/2015, 03:29",226
Molly,"03/12/2015, 07:29",117
Molly,"03/12/2015, 12:39",25
Molly,"03/12/2015, 14:47",122
Molly,"03/12/2015, 21:21",35
Molly,"03/12/2015, 22:02",117
Molly,"04/12/2015, 00:08",205
Molly,"04/12/2015, 05:08",124
Molly,"04/12/2015, 07:26",38
Molly,"04/12/2015, 10:10",32
Molly,"04/12/2015, 13:02",33
Molly,"04/12/2015, 17:00",27
